how,Arts & Entertainment,College & University,Event,Food,Nightlife Spot,Outdoors & Recreation,Professional & Other Places,Residence,Shop & Service,Travel & Transport,NA
0,9,0,0,5,0,0,0,0,2,0,4
1,6,0,0,3,0,1,0,0,3,0,6
2,7,0,0,7,1,0,0,0,0,0,2
3,3,0,0,0,0,1,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,1
5,1,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,2
13,0,0,0,0,0,0,0,0,0,0,1
14,1,0,0,0,0,1,0,0,0,0,2
15,0,0,0,0,0,0,0,0,0,0,0
16,3,0,0,2,0,0,0,0,1,0,6
17,6,0,0,1,0,1,0,0,2,0,7
18,3,0,0,1,0,0,0,0,0,0,3
19,7,0,0,2,0,1,0,0,0,0,1
20,2,0,0,0,0,0,0,0,0,0,1
21,1,0,0,6,0,0,0,0,2,0,1
22,4,0,0,1,2,1,0,0,0,0,1
23,10,0,0,1,0,0,0,0,2,0,6
24,2,0,0,0,0,0,0,0,2,0,0
25,3,0,0,0,2,0,0,0,0,0,0
26,1,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,2,0,0,0,0,3
28,0,0,0,0,2,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,1,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0
37,1,0,0,0,0,1,1,0,0,0,0
38,1,0,0,0,0,1,0,0,0,0,1
39,1,0,0,0,0,3,0,0,0,0,3
40,1,0,0,2,0,1,0,0,0,0,1
41,3,0,0,0,0,2,0,0,0,0,5
42,0,0,0,0,0,0,0,0,0,0,0
43,8,0,0,2,0,6,0,0,2,0,10
44,8,0,0,1,0,5,0,0,2,0,9
45,4,0,0,1,0,0,0,0,0,0,1
46,3,0,0,1,0,1,0,0,1,0,2
47,1,0,0,1,0,2,0,0,0,0,2
48,5,0,0,0,0,2,0,0,0,0,3
49,6,0,0,3,0,2,0,0,0,0,4
50,11,0,0,0,0,9,0,0,0,0,8
51,1,0,0,0,0,0,0,0,0,0,0
52,1,0,0,2,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0,0
58,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,1,0,0,0,0,0
60,0,0,0,0,0,1,0,0,0,0,0
61,1,0,0,0,0,0,0,0,0,0,3
62,7,0,0,1,0,6,0,0,0,0,8
63,2,0,0,0,0,1,0,0,0,0,2
64,4,0,0,0,0,2,0,0,0,0,2
65,1,0,0,0,0,1,0,0,0,0,3
66,1,0,0,2,0,0,0,0,0,0,0
67,5,0,0,0,0,2,0,0,1,0,4
68,0,0,0,1,0,1,0,0,0,0,0
69,2,0,0,1,0,0,0,0,0,0,0
70,2,0,0,2,0,0,0,0,0,0,2
71,4,0,0,2,0,1,0,0,0,0,2
72,3,0,0,8,0,1,0,0,1,0,5
73,2,0,0,3,0,1,0,0,0,0,1
74,5,0,0,0,0,1,0,0,0,0,1
75,0,0,0,0,0,0,0,0,0,0,0
76,1,0,0,0,0,0,0,0,0,0,0
77,0,0,0,1,0,0,0,0,0,0,1
78,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,1,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0,1
85,1,0,0,0,0,2,0,0,0,0,3
86,0,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0
88,1,0,0,3,0,1,0,0,0,0,1
89,2,0,0,1,1,2,0,0,2,0,5
90,3,0,0,1,0,2,0,0,0,0,2
91,8,0,0,0,0,6,0,0,0,0,9
92,3,0,0,3,0,2,0,0,0,0,2
93,1,0,0,4,0,0,0,0,1,0,3
94,1,0,0,3,0,0,0,0,1,0,0
95,6,0,0,2,0,1,0,0,1,0,3
96,8,0,0,1,2,2,0,0,0,0,5
97,6,0,0,2,2,3,0,0,3,0,5
98,5,0,0,3,0,4,0,0,0,0,4
99,1,0,0,0,2,1,0,0,0,0,1
100,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0,0,0,0
109,2,0,0,0,0,3,0,0,0,0,2
110,1,0,0,0,0,1,1,0,0,0,3
111,1,0,0,0,0,2,0,0,0,0,3
112,0,0,0,0,0,1,0,0,0,0,1
113,2,0,0,1,0,2,0,0,0,0,3
114,1,0,0,0,0,0,0,0,1,0,0
115,2,0,0,0,0,3,0,0,0,0,3
116,3,0,0,1,0,2,0,0,0,0,3
117,2,0,0,5,0,2,0,0,2,0,5
118,4,0,0,5,0,1,0,0,1,0,2
119,6,0,0,3,0,1,0,0,0,0,0
120,6,0,0,1,0,3,0,0,0,0,4
121,6,0,0,0,2,1,0,0,0,0,3
122,11,0,0,1,0,4,0,0,0,0,7
123,6,0,0,1,2,0,1,0,0,0,2
124,0,0,0,0,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0,0,0
128,0,0,0,0,0,1,0,0,0,0,1
129,0,0,0,0,0,1,0,0,0,0,1
130,0,0,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0,0,0
132,0,0,0,0,0,1,0,0,0,0,1
133,1,0,0,0,0,1,0,0,0,0,1
134,2,0,0,0,0,2,0,0,0,0,1
135,1,0,0,1,0,0,3,0,2,0,2
136,0,0,0,1,0,0,0,0,0,0,0
137,1,0,0,1,0,0,2,0,3,0,2
138,1,0,0,3,3,0,2,0,3,0,5
139,3,0,0,0,0,2,0,0,0,0,3
140,4,0,0,3,0,2,0,0,2,0,2
141,2,0,0,2,1,1,0,0,0,0,1
142,4,0,0,4,2,0,0,0,2,0,5
143,8,0,0,4,3,0,1,0,1,0,3
144,5,0,0,2,1,0,0,0,1,0,0
145,4,0,0,3,0,0,0,0,0,0,1
146,8,0,0,2,2,0,0,0,2,0,7
147,6,0,0,0,0,0,0,0,1,0,3
148,1,0,0,1,0,0,0,0,0,0,2
149,0,0,0,1,0,0,0,0,0,0,1
150,0,0,0,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,1,0,0,0,0,1
156,0,0,0,0,0,0,0,0,0,0,1
157,5,0,0,0,0,6,0,0,0,0,10
158,8,0,0,0,0,5,0,0,0,0,5
159,4,0,0,0,0,2,0,0,0,0,9
160,2,0,0,4,2,1,0,0,0,0,1
161,6,0,0,1,0,2,0,0,0,0,4
162,2,0,0,2,1,0,0,0,0,0,1
163,6,0,0,3,2,2,0,0,2,0,3
164,4,0,0,2,2,5,0,0,0,0,4
165,4,0,0,5,0,2,0,0,2,0,3
166,6,0,0,4,0,0,0,0,0,0,5
167,7,0,0,2,6,1,0,0,1,0,2
